"gene","logFC","FDR","time","add_variable","data_name"
"SCO0933",0.354,0,32,"DargR.M145","argR_2018"
"SCO0933",1.245,0,42,"DargR.M145","argR_2018"
"SCO0933",0.091,0,49,"DargR.M145","argR_2018"
"SCO0933",0.06,0,56,"DargR.M145","argR_2018"
"SCO0933",0.004,0,66,"DargR.M145","argR_2018"
"SCO0933",0.492025,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0933",0.000117,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0933",0.793169,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0933",0.936355,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0933",0.995536,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0934",1.644,0,32,"DargR.M145","argR_2018"
"SCO0934",5.067,0,42,"DargR.M145","argR_2018"
"SCO0934",1.481,0,49,"DargR.M145","argR_2018"
"SCO0934",0.435,0,56,"DargR.M145","argR_2018"
"SCO0934",0.164,0,66,"DargR.M145","argR_2018"
"SCO0934",0.129819,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0934",1e-06,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0934",0.07988,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0934",0.79611,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0934",0.945315,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0935",0.274,0,32,"DargR.M145","argR_2018"
"SCO0935",1.446,0,42,"DargR.M145","argR_2018"
"SCO0935",-0.384,0,49,"DargR.M145","argR_2018"
"SCO0935",-0.116,0,56,"DargR.M145","argR_2018"
"SCO0935",0.129,0,66,"DargR.M145","argR_2018"
"SCO0935",0.851372,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0935",0.000721,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0935",0.363813,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0935",0.901237,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0935",0.893902,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0948",-0.088,0,32,"DargR.M145","argR_2018"
"SCO0948",-0.244,0,42,"DargR.M145","argR_2018"
"SCO0948",-0.136,0,49,"DargR.M145","argR_2018"
"SCO0948",-0.253,0,56,"DargR.M145","argR_2018"
"SCO0948",-0.877,0,66,"DargR.M145","argR_2018"
"SCO0948",0.983991,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0948",0.375757,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0948",0.60982,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0948",0.512944,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0948",0.000874,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0954",0.697,0,32,"DargR.M145","argR_2018"
"SCO0954",1.194,0,42,"DargR.M145","argR_2018"
"SCO0954",0.56,0,49,"DargR.M145","argR_2018"
"SCO0954",-0.003,0,56,"DargR.M145","argR_2018"
"SCO0954",0.344,0,66,"DargR.M145","argR_2018"
"SCO0954",0.204172,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0954",0.004356,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0954",0.171055,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0954",0.998416,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0954",0.574498,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0955",1.251,0,32,"DargR.M145","argR_2018"
"SCO0955",2.974,0,42,"DargR.M145","argR_2018"
"SCO0955",2.002,0,49,"DargR.M145","argR_2018"
"SCO0955",0.397,0,56,"DargR.M145","argR_2018"
"SCO0955",0.095,0,66,"DargR.M145","argR_2018"
"SCO0955",0.222719,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0955",0.000223,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0955",0.010406,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0955",0.785504,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0955",0.96227,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0958",-0.59,0,32,"DargR.M145","argR_2018"
"SCO0958",0.489,0,42,"DargR.M145","argR_2018"
"SCO0958",0.522,0,49,"DargR.M145","argR_2018"
"SCO0958",0.104,0,56,"DargR.M145","argR_2018"
"SCO0958",-0.892,0,66,"DargR.M145","argR_2018"
"SCO0958",0.073042,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0958",0.082694,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0958",0.052342,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0958",0.855543,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0958",0.002042,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0961",0.168,0,32,"DargR.M145","argR_2018"
"SCO0961",0.236,0,42,"DargR.M145","argR_2018"
"SCO0961",0.072,0,49,"DargR.M145","argR_2018"
"SCO0961",-0.183,0,56,"DargR.M145","argR_2018"
"SCO0961",-0.46,0,66,"DargR.M145","argR_2018"
"SCO0961",0.585357,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0961",0.156789,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0961",0.683014,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0961",0.449892,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0961",0.005787,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0962",0.142,0,32,"DargR.M145","argR_2018"
"SCO0962",-0.041,0,42,"DargR.M145","argR_2018"
"SCO0962",-0.264,0,49,"DargR.M145","argR_2018"
"SCO0962",-0.308,0,56,"DargR.M145","argR_2018"
"SCO0962",-0.726,0,66,"DargR.M145","argR_2018"
"SCO0962",0.834854,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0962",0.882106,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0962",0.191673,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0962",0.270436,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0962",0.000807,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0973",-1.436,0,32,"DargR.M145","argR_2018"
"SCO0973",-0.673,0,42,"DargR.M145","argR_2018"
"SCO0973",-0.737,0,49,"DargR.M145","argR_2018"
"SCO0973",-1.26,0,56,"DargR.M145","argR_2018"
"SCO0973",-0.975,0,66,"DargR.M145","argR_2018"
"SCO0973",0.005484,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0973",0.161355,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0973",0.103324,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0973",0.0163,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0973",0.044815,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0974",-0.41,0,32,"DargR.M145","argR_2018"
"SCO0974",0.29,0,42,"DargR.M145","argR_2018"
"SCO0974",-0.535,0,49,"DargR.M145","argR_2018"
"SCO0974",-0.328,0,56,"DargR.M145","argR_2018"
"SCO0974",-1.073,0,66,"DargR.M145","argR_2018"
"SCO0974",0.508583,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0974",0.476818,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0974",0.127034,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0974",0.563212,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0974",0.00394,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0982",0.12,0,32,"DargR.M145","argR_2018"
"SCO0982",1.011,0,42,"DargR.M145","argR_2018"
"SCO0982",2.538,0,49,"DargR.M145","argR_2018"
"SCO0982",3.104,0,56,"DargR.M145","argR_2018"
"SCO0982",1.313,0,66,"DargR.M145","argR_2018"
"SCO0982",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0982",0.025588,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0982",4e-06,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0982",0,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0982",0.005138,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0983",0.159,0,32,"DargR.M145","argR_2018"
"SCO0983",0.762,0,42,"DargR.M145","argR_2018"
"SCO0983",1.451,0,49,"DargR.M145","argR_2018"
"SCO0983",1.823,0,56,"DargR.M145","argR_2018"
"SCO0983",0.871,0,66,"DargR.M145","argR_2018"
"SCO0983",0.959629,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0983",0.036953,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0983",0.000312,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0983",2.6e-05,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0983",0.020507,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0990",-0.667,0,32,"DargR.M145","argR_2018"
"SCO0990",-0.371,0,42,"DargR.M145","argR_2018"
"SCO0990",-0.831,0,49,"DargR.M145","argR_2018"
"SCO0990",-0.766,0,56,"DargR.M145","argR_2018"
"SCO0990",-0.407,0,66,"DargR.M145","argR_2018"
"SCO0990",0.053184,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0990",0.231815,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0990",0.006662,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0990",0.022236,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0990",0.233105,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0993",-1.16,0,32,"DargR.M145","argR_2018"
"SCO0993",-0.271,0,42,"DargR.M145","argR_2018"
"SCO0993",-0.693,0,49,"DargR.M145","argR_2018"
"SCO0993",-1.01,0,56,"DargR.M145","argR_2018"
"SCO0993",-1.088,0,66,"DargR.M145","argR_2018"
"SCO0993",0.003869,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0993",0.511553,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0993",0.047527,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0993",0.012643,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0993",0.003559,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0997",-0.301,0,32,"DargR.M145","argR_2018"
"SCO0997",-0.276,0,42,"DargR.M145","argR_2018"
"SCO0997",-0.819,0,49,"DargR.M145","argR_2018"
"SCO0997",-0.609,0,56,"DargR.M145","argR_2018"
"SCO0997",-0.483,0,66,"DargR.M145","argR_2018"
"SCO0997",0.640727,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0997",0.427423,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0997",0.009891,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0997",0.10073,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0997",0.162079,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1000",-0.254,0,32,"DargR.M145","argR_2018"
"SCO1000",-0.645,0,42,"DargR.M145","argR_2018"
"SCO1000",-0.928,0,49,"DargR.M145","argR_2018"
"SCO1000",-0.612,0,56,"DargR.M145","argR_2018"
"SCO1000",-0.461,0,66,"DargR.M145","argR_2018"
"SCO1000",0.606173,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1000",0.009439,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1000",0.000611,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1000",0.030683,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1000",0.080817,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1012",-0.443,0,32,"DargR.M145","argR_2018"
"SCO1012",-0.492,0,42,"DargR.M145","argR_2018"
"SCO1012",-0.351,0,49,"DargR.M145","argR_2018"
"SCO1012",0.077,0,56,"DargR.M145","argR_2018"
"SCO1012",0.269,0,66,"DargR.M145","argR_2018"
"SCO1012",0.01092,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1012",0.001911,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1012",0.022665,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1012",0.799918,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1012",0.111782,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1030",0.192,0,32,"DargR.M145","argR_2018"
"SCO1030",2.148,0,42,"DargR.M145","argR_2018"
"SCO1030",1.749,0,49,"DargR.M145","argR_2018"
"SCO1030",0.163,0,56,"DargR.M145","argR_2018"
"SCO1030",-0.246,0,66,"DargR.M145","argR_2018"
"SCO1030",0.960859,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1030",1.6e-05,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1030",0.000335,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1030",0.858367,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1030",0.761681,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1041",0.057,0,32,"DargR.M145","argR_2018"
"SCO1041",-0.405,0,42,"DargR.M145","argR_2018"
"SCO1041",-0.499,0,49,"DargR.M145","argR_2018"
"SCO1041",-0.195,0,56,"DargR.M145","argR_2018"
"SCO1041",0.129,0,66,"DargR.M145","argR_2018"
"SCO1041",0.977816,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1041",0.007455,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1041",0.001946,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1041",0.368399,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1041",0.552747,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1050",0.074,0,32,"DargR.M145","argR_2018"
"SCO1050",1.926,0,42,"DargR.M145","argR_2018"
"SCO1050",1.123,0,49,"DargR.M145","argR_2018"
"SCO1050",0.779,0,56,"DargR.M145","argR_2018"
"SCO1050",0.755,0,66,"DargR.M145","argR_2018"
"SCO1050",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1050",1e-06,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1050",0.001042,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1050",0.031539,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1050",0.020862,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1051",0.086,0,32,"DargR.M145","argR_2018"
"SCO1051",0.584,0,42,"DargR.M145","argR_2018"
"SCO1051",0.48,0,49,"DargR.M145","argR_2018"
"SCO1051",0.398,0,56,"DargR.M145","argR_2018"
"SCO1051",0.33,0,66,"DargR.M145","argR_2018"
"SCO1051",0.955399,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1051",0.002891,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1051",0.013997,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1051",0.081627,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1051",0.116899,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1062",-0.22,0,32,"DargR.M145","argR_2018"
"SCO1062",-0.405,0,42,"DargR.M145","argR_2018"
"SCO1062",-0.013,0,49,"DargR.M145","argR_2018"
"SCO1062",-0.216,0,56,"DargR.M145","argR_2018"
"SCO1062",-0.233,0,66,"DargR.M145","argR_2018"
"SCO1062",0.204172,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1062",0.002236,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1062",0.940808,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1062",0.204379,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1062",0.096939,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1073",-0.126,0,32,"DargR.M145","argR_2018"
"SCO1073",-0.049,0,42,"DargR.M145","argR_2018"
"SCO1073",-0.425,0,49,"DargR.M145","argR_2018"
"SCO1073",-0.323,0,56,"DargR.M145","argR_2018"
"SCO1073",-0.044,0,66,"DargR.M145","argR_2018"
"SCO1073",0.76846,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1073",0.815884,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1073",0.009421,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1073",0.086869,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1073",0.910038,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1081",0.353,0,32,"DargR.M145","argR_2018"
"SCO1081",0.203,0,42,"DargR.M145","argR_2018"
"SCO1081",-0.007,0,49,"DargR.M145","argR_2018"
"SCO1081",0.553,0,56,"DargR.M145","argR_2018"
"SCO1081",0.833,0,66,"DargR.M145","argR_2018"
"SCO1081",0.359802,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1081",0.48623,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1081",0.98232,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1081",0.06444,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1081",0.001825,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1083",0.598,0,32,"DargR.M145","argR_2018"
"SCO1083",0.408,0,42,"DargR.M145","argR_2018"
"SCO1083",0.275,0,49,"DargR.M145","argR_2018"
"SCO1083",0.691,0,56,"DargR.M145","argR_2018"
"SCO1083",0.763,0,66,"DargR.M145","argR_2018"
"SCO1083",0.04889,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1083",0.127721,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1083",0.292458,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1083",0.019177,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1083",0.004807,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1084",1.815,0,32,"DargR.M145","argR_2018"
"SCO1084",2.115,0,42,"DargR.M145","argR_2018"
"SCO1084",1.548,0,49,"DargR.M145","argR_2018"
"SCO1084",1.383,0,56,"DargR.M145","argR_2018"
"SCO1084",1.156,0,66,"DargR.M145","argR_2018"
"SCO1084",4.1e-05,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1084",2e-06,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1084",0.000169,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1084",0.000896,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1084",0.002673,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1086",5.152,0,32,"DargR.M145","argR_2018"
"SCO1086",6.713,0,42,"DargR.M145","argR_2018"
"SCO1086",6.67,0,49,"DargR.M145","argR_2018"
"SCO1086",6.974,0,56,"DargR.M145","argR_2018"
"SCO1086",6.77,0,66,"DargR.M145","argR_2018"
"SCO1086",0,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1086",0,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1086",0,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1086",0,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1086",0,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1087",0.461,0,32,"DargR.M145","argR_2018"
"SCO1087",1.208,0,42,"DargR.M145","argR_2018"
"SCO1087",0.989,0,49,"DargR.M145","argR_2018"
"SCO1087",0.929,0,56,"DargR.M145","argR_2018"
"SCO1087",0.24,0,66,"DargR.M145","argR_2018"
"SCO1087",0.57285,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1087",0.005612,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1087",0.021154,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1087",0.067221,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1087",0.762572,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1090",0.391,0,32,"DargR.M145","argR_2018"
"SCO1090",1.127,0,42,"DargR.M145","argR_2018"
"SCO1090",0.536,0,49,"DargR.M145","argR_2018"
"SCO1090",0.409,0,56,"DargR.M145","argR_2018"
"SCO1090",-0.133,0,66,"DargR.M145","argR_2018"
"SCO1090",0.541726,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1090",0.001824,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1090",0.122051,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1090",0.441738,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1090",0.865726,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1100",0.271,0,32,"DargR.M145","argR_2018"
"SCO1100",0.151,0,42,"DargR.M145","argR_2018"
"SCO1100",-0.329,0,49,"DargR.M145","argR_2018"
"SCO1100",-0.112,0,56,"DargR.M145","argR_2018"
"SCO1100",-1.242,0,66,"DargR.M145","argR_2018"
"SCO1100",0.504427,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1100",0.585214,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1100",0.155252,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1100",0.808587,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1100",7e-06,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1103",-0.021,0,32,"DargR.M145","argR_2018"
"SCO1103",-0.434,0,42,"DargR.M145","argR_2018"
"SCO1103",-0.009,0,49,"DargR.M145","argR_2018"
"SCO1103",-0.022,0,56,"DargR.M145","argR_2018"
"SCO1103",0.019,0,66,"DargR.M145","argR_2018"
"SCO1103",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1103",0.001602,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1103",0.95981,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1103",0.949821,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1103",0.957083,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1105",-0.49,0,32,"DargR.M145","argR_2018"
"SCO1105",0.606,0,42,"DargR.M145","argR_2018"
"SCO1105",0.368,0,49,"DargR.M145","argR_2018"
"SCO1105",0.293,0,56,"DargR.M145","argR_2018"
"SCO1105",-1.471,0,66,"DargR.M145","argR_2018"
"SCO1105",0.486021,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1105",0.156748,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1105",0.383152,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1105",0.674272,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1105",0.000782,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1113",0.29,0,32,"DargR.M145","argR_2018"
"SCO1113",0.619,0,42,"DargR.M145","argR_2018"
"SCO1113",0.717,0,49,"DargR.M145","argR_2018"
"SCO1113",0.829,0,56,"DargR.M145","argR_2018"
"SCO1113",0.381,0,66,"DargR.M145","argR_2018"
"SCO1113",0.559452,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1113",0.021627,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1113",0.009146,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1113",0.005966,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1113",0.215397,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1124",-0.091,0,32,"DargR.M145","argR_2018"
"SCO1124",0.997,0,42,"DargR.M145","argR_2018"
"SCO1124",1.065,0,49,"DargR.M145","argR_2018"
"SCO1124",1.545,0,56,"DargR.M145","argR_2018"
"SCO1124",1.547,0,66,"DargR.M145","argR_2018"
"SCO1124",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1124",0.029405,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1124",0.016952,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1124",0.002044,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1124",0.001028,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1125",0.113,0,32,"DargR.M145","argR_2018"
"SCO1125",0.358,0,42,"DargR.M145","argR_2018"
"SCO1125",1.274,0,49,"DargR.M145","argR_2018"
"SCO1125",1.034,0,56,"DargR.M145","argR_2018"
"SCO1125",0.657,0,66,"DargR.M145","argR_2018"
"SCO1125",0.984805,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1125",0.303159,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1125",0.000335,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1125",0.004385,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1125",0.052176,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1126",0.14,0,32,"DargR.M145","argR_2018"
"SCO1126",0.579,0,42,"DargR.M145","argR_2018"
"SCO1126",1.283,0,49,"DargR.M145","argR_2018"
"SCO1126",0.659,0,56,"DargR.M145","argR_2018"
"SCO1126",0.59,0,66,"DargR.M145","argR_2018"
"SCO1126",0.976183,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1126",0.119495,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1126",0.001054,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1126",0.146634,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1126",0.139842,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1127",0.015,0,32,"DargR.M145","argR_2018"
"SCO1127",0.205,0,42,"DargR.M145","argR_2018"
"SCO1127",0.853,0,49,"DargR.M145","argR_2018"
"SCO1127",1.044,0,56,"DargR.M145","argR_2018"
"SCO1127",0.838,0,66,"DargR.M145","argR_2018"
"SCO1127",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1127",0.507021,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1127",0.002862,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1127",0.000647,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1127",0.002958,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1128",0.05,0,32,"DargR.M145","argR_2018"
"SCO1128",0.453,0,42,"DargR.M145","argR_2018"
"SCO1128",1.06,0,49,"DargR.M145","argR_2018"
"SCO1128",1.028,0,56,"DargR.M145","argR_2018"
"SCO1128",0.759,0,66,"DargR.M145","argR_2018"
"SCO1128",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1128",0.112019,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1128",0.000447,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1128",0.000918,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1128",0.007638,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1143",0.813,0,32,"DargR.M145","argR_2018"
"SCO1143",0.869,0,42,"DargR.M145","argR_2018"
"SCO1143",-0.27,0,49,"DargR.M145","argR_2018"
"SCO1143",-0.308,0,56,"DargR.M145","argR_2018"
"SCO1143",0.047,0,66,"DargR.M145","argR_2018"
"SCO1143",0.027841,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1143",0.007624,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1143",0.420848,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1143",0.549965,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1143",0.955762,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1147",-0.653,0,32,"DargR.M145","argR_2018"
"SCO1147",0.02,0,42,"DargR.M145","argR_2018"
"SCO1147",-0.232,0,49,"DargR.M145","argR_2018"
"SCO1147",-0.375,0,56,"DargR.M145","argR_2018"
"SCO1147",0.064,0,66,"DargR.M145","argR_2018"
"SCO1147",0.003961,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1147",0.944847,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1147",0.250417,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1147",0.134787,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1147",0.891995,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1149",-0.25,0,32,"DargR.M145","argR_2018"
"SCO1149",1.395,0,42,"DargR.M145","argR_2018"
"SCO1149",0.852,0,49,"DargR.M145","argR_2018"
"SCO1149",0.697,0,56,"DargR.M145","argR_2018"
"SCO1149",0.331,0,66,"DargR.M145","argR_2018"
"SCO1149",0.425396,0,32,"p.BH.DargR.M145","argR_2018"
"SCO1149",0,0,42,"p.BH.DargR.M145","argR_2018"
"SCO1149",0.000113,0,49,"p.BH.DargR.M145","argR_2018"
"SCO1149",0.001566,0,56,"p.BH.DargR.M145","argR_2018"
"SCO1149",0.123489,0,66,"p.BH.DargR.M145","argR_2018"
"SCO1154",-0.24,0,32,"DargR.M145","argR_2018"
