"gene","logFC","FDR","time","add_variable","data_name"
"SCO5827",0.001096,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5831",0.017,0,32,"DargR.M145","argR_2018"
"SCO5831",-0.358,0,42,"DargR.M145","argR_2018"
"SCO5831",-0.435,0,49,"DargR.M145","argR_2018"
"SCO5831",-0.28,0,56,"DargR.M145","argR_2018"
"SCO5831",-0.132,0,66,"DargR.M145","argR_2018"
"SCO5831",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5831",0.006197,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5831",0.001749,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5831",0.06737,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5831",0.447091,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5834",0.003,0,32,"DargR.M145","argR_2018"
"SCO5834",0.274,0,42,"DargR.M145","argR_2018"
"SCO5834",-0.861,0,49,"DargR.M145","argR_2018"
"SCO5834",-0.774,0,56,"DargR.M145","argR_2018"
"SCO5834",-1.157,0,66,"DargR.M145","argR_2018"
"SCO5834",0.999564,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5834",0.521892,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5834",0.019241,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5834",0.075932,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5834",0.00273,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5836",0.441,0,32,"DargR.M145","argR_2018"
"SCO5836",0.154,0,42,"DargR.M145","argR_2018"
"SCO5836",0.297,0,49,"DargR.M145","argR_2018"
"SCO5836",0.302,0,56,"DargR.M145","argR_2018"
"SCO5836",0.477,0,66,"DargR.M145","argR_2018"
"SCO5836",0.002324,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5836",0.264966,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5836",0.020502,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5836",0.042019,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5836",0.00056,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5839",-0.178,0,32,"DargR.M145","argR_2018"
"SCO5839",1.973,0,42,"DargR.M145","argR_2018"
"SCO5839",0.847,0,49,"DargR.M145","argR_2018"
"SCO5839",0.809,0,56,"DargR.M145","argR_2018"
"SCO5839",0.123,0,66,"DargR.M145","argR_2018"
"SCO5839",0.910676,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5839",1e-06,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5839",0.009964,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5839",0.026393,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5839",0.861276,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5840",-1.512,0,32,"DargR.M145","argR_2018"
"SCO5840",1.011,0,42,"DargR.M145","argR_2018"
"SCO5840",0.465,0,49,"DargR.M145","argR_2018"
"SCO5840",0.425,0,56,"DargR.M145","argR_2018"
"SCO5840",-2.047,0,66,"DargR.M145","argR_2018"
"SCO5840",0.065126,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5840",0.160458,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5840",0.525383,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5840",0.732669,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5840",0.00457,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5845",-0.451,0,32,"DargR.M145","argR_2018"
"SCO5845",-0.722,0,42,"DargR.M145","argR_2018"
"SCO5845",-0.643,0,49,"DargR.M145","argR_2018"
"SCO5845",-0.063,0,56,"DargR.M145","argR_2018"
"SCO5845",-0.08,0,66,"DargR.M145","argR_2018"
"SCO5845",0.178325,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5845",0.005334,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5845",0.014047,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5845",0.918878,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5845",0.894311,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5857",0.613,0,32,"DargR.M145","argR_2018"
"SCO5857",0.643,0,42,"DargR.M145","argR_2018"
"SCO5857",0.83,0,49,"DargR.M145","argR_2018"
"SCO5857",0.913,0,56,"DargR.M145","argR_2018"
"SCO5857",0.903,0,66,"DargR.M145","argR_2018"
"SCO5857",0.107152,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5857",0.038554,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5857",0.009231,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5857",0.008985,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5857",0.005243,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5859",0.205,0,32,"DargR.M145","argR_2018"
"SCO5859",0.116,0,42,"DargR.M145","argR_2018"
"SCO5859",0.113,0,49,"DargR.M145","argR_2018"
"SCO5859",0.206,0,56,"DargR.M145","argR_2018"
"SCO5859",0.661,0,66,"DargR.M145","argR_2018"
"SCO5859",0.654932,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5859",0.651911,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5859",0.62569,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5859",0.547394,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5859",0.003266,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5877",-0.341,0,32,"DargR.M145","argR_2018"
"SCO5877",-0.629,0,42,"DargR.M145","argR_2018"
"SCO5877",-1.671,0,49,"DargR.M145","argR_2018"
"SCO5877",-0.946,0,56,"DargR.M145","argR_2018"
"SCO5877",-0.322,0,66,"DargR.M145","argR_2018"
"SCO5877",0.870891,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5877",0.27928,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5877",0.003524,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5877",0.172214,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5877",0.736708,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5878",-0.265,0,32,"DargR.M145","argR_2018"
"SCO5878",-0.684,0,42,"DargR.M145","argR_2018"
"SCO5878",-1.878,0,49,"DargR.M145","argR_2018"
"SCO5878",-1.251,0,56,"DargR.M145","argR_2018"
"SCO5878",-0.592,0,66,"DargR.M145","argR_2018"
"SCO5878",0.929988,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5878",0.200729,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5878",0.000763,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5878",0.032892,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5878",0.356681,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5879",-0.222,0,32,"DargR.M145","argR_2018"
"SCO5879",-0.61,0,42,"DargR.M145","argR_2018"
"SCO5879",-1.687,0,49,"DargR.M145","argR_2018"
"SCO5879",-1.043,0,56,"DargR.M145","argR_2018"
"SCO5879",-0.425,0,66,"DargR.M145","argR_2018"
"SCO5879",0.921466,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5879",0.158552,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5879",0.000261,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5879",0.027777,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5879",0.446279,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5880",-0.583,0,32,"DargR.M145","argR_2018"
"SCO5880",-0.626,0,42,"DargR.M145","argR_2018"
"SCO5880",-2.09,0,49,"DargR.M145","argR_2018"
"SCO5880",-1.157,0,56,"DargR.M145","argR_2018"
"SCO5880",-0.327,0,66,"DargR.M145","argR_2018"
"SCO5880",0.621895,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5880",0.326069,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5880",0.000988,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5880",0.099398,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5880",0.760677,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5883",-0.057,0,32,"DargR.M145","argR_2018"
"SCO5883",0.029,0,42,"DargR.M145","argR_2018"
"SCO5883",-2.548,0,49,"DargR.M145","argR_2018"
"SCO5883",-1.507,0,56,"DargR.M145","argR_2018"
"SCO5883",-1.031,0,66,"DargR.M145","argR_2018"
"SCO5883",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5883",0.970909,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5883",7.4e-05,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5883",0.01907,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5883",0.089235,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5884",0.178,0,32,"DargR.M145","argR_2018"
"SCO5884",-0.067,0,42,"DargR.M145","argR_2018"
"SCO5884",-2.492,0,49,"DargR.M145","argR_2018"
"SCO5884",-1.464,0,56,"DargR.M145","argR_2018"
"SCO5884",-1.026,0,66,"DargR.M145","argR_2018"
"SCO5884",0.992952,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5884",0.932841,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5884",0.000103,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5884",0.023722,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5884",0.092224,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5885",0.18,0,32,"DargR.M145","argR_2018"
"SCO5885",0.025,0,42,"DargR.M145","argR_2018"
"SCO5885",-3.789,0,49,"DargR.M145","argR_2018"
"SCO5885",-1.825,0,56,"DargR.M145","argR_2018"
"SCO5885",-0.84,0,66,"DargR.M145","argR_2018"
"SCO5885",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5885",0.981813,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5885",2.4e-05,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5885",0.039696,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5885",0.399158,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5886",-0.051,0,32,"DargR.M145","argR_2018"
"SCO5886",0.077,0,42,"DargR.M145","argR_2018"
"SCO5886",-3.019,0,49,"DargR.M145","argR_2018"
"SCO5886",-1.678,0,56,"DargR.M145","argR_2018"
"SCO5886",-0.897,0,66,"DargR.M145","argR_2018"
"SCO5886",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5886",0.930684,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5886",3.8e-05,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5886",0.020738,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5886",0.221549,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5887",-0.292,0,32,"DargR.M145","argR_2018"
"SCO5887",0.222,0,42,"DargR.M145","argR_2018"
"SCO5887",-2.962,0,49,"DargR.M145","argR_2018"
"SCO5887",-1.728,0,56,"DargR.M145","argR_2018"
"SCO5887",-0.539,0,66,"DargR.M145","argR_2018"
"SCO5887",0.960835,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5887",0.797925,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5887",9.9e-05,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5887",0.023928,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5887",0.593705,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5888",-0.487,0,32,"DargR.M145","argR_2018"
"SCO5888",-0.371,0,42,"DargR.M145","argR_2018"
"SCO5888",-2.765,0,49,"DargR.M145","argR_2018"
"SCO5888",-1.611,0,56,"DargR.M145","argR_2018"
"SCO5888",-0.624,0,66,"DargR.M145","argR_2018"
"SCO5888",0.729894,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5888",0.576705,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5888",2.6e-05,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5888",0.011854,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5888",0.391923,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5889",0.558,0,32,"DargR.M145","argR_2018"
"SCO5889",-0.302,0,42,"DargR.M145","argR_2018"
"SCO5889",-4.311,0,49,"DargR.M145","argR_2018"
"SCO5889",-2.264,0,56,"DargR.M145","argR_2018"
"SCO5889",-0.366,0,66,"DargR.M145","argR_2018"
"SCO5889",0.907753,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5889",0.814867,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5889",0.000108,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5889",0.04712,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5889",0.867514,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5890",0.257,0,32,"DargR.M145","argR_2018"
"SCO5890",-0.355,0,42,"DargR.M145","argR_2018"
"SCO5890",-3.158,0,49,"DargR.M145","argR_2018"
"SCO5890",-1.674,0,56,"DargR.M145","argR_2018"
"SCO5890",-0.659,0,66,"DargR.M145","argR_2018"
"SCO5890",0.965542,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5890",0.622334,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5890",1e-05,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5890",0.014517,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5890",0.398985,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5891",0.05,0,32,"DargR.M145","argR_2018"
"SCO5891",0.079,0,42,"DargR.M145","argR_2018"
"SCO5891",-3.152,0,49,"DargR.M145","argR_2018"
"SCO5891",-1.764,0,56,"DargR.M145","argR_2018"
"SCO5891",-0.812,0,66,"DargR.M145","argR_2018"
"SCO5891",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5891",0.918837,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5891",4e-06,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5891",0.005243,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5891",0.203913,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5892",0.004,0,32,"DargR.M145","argR_2018"
"SCO5892",-0.09,0,42,"DargR.M145","argR_2018"
"SCO5892",-2.228,0,49,"DargR.M145","argR_2018"
"SCO5892",-1.404,0,56,"DargR.M145","argR_2018"
"SCO5892",-0.639,0,66,"DargR.M145","argR_2018"
"SCO5892",0.999564,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5892",0.880171,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5892",1.3e-05,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5892",0.004162,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5892",0.195439,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5893",-0.082,0,32,"DargR.M145","argR_2018"
"SCO5893",-0.01,0,42,"DargR.M145","argR_2018"
"SCO5893",-3.209,0,49,"DargR.M145","argR_2018"
"SCO5893",-1.682,0,56,"DargR.M145","argR_2018"
"SCO5893",-0.745,0,66,"DargR.M145","argR_2018"
"SCO5893",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5893",0.991527,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5893",5e-06,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5893",0.010895,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5893",0.288218,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5894",0.243,0,32,"DargR.M145","argR_2018"
"SCO5894",0.146,0,42,"DargR.M145","argR_2018"
"SCO5894",-2.766,0,49,"DargR.M145","argR_2018"
"SCO5894",-1.691,0,56,"DargR.M145","argR_2018"
"SCO5894",-0.81,0,66,"DargR.M145","argR_2018"
"SCO5894",0.961047,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5894",0.846645,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5894",2.3e-05,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5894",0.007581,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5894",0.206299,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5895",0.252,0,32,"DargR.M145","argR_2018"
"SCO5895",0.109,0,42,"DargR.M145","argR_2018"
"SCO5895",-3.814,0,49,"DargR.M145","argR_2018"
"SCO5895",-1.781,0,56,"DargR.M145","argR_2018"
"SCO5895",-0.657,0,66,"DargR.M145","argR_2018"
"SCO5895",0.982613,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5895",0.910859,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5895",6e-06,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5895",0.024478,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5895",0.497946,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5896",0.235,0,32,"DargR.M145","argR_2018"
"SCO5896",0.159,0,42,"DargR.M145","argR_2018"
"SCO5896",-3.172,0,49,"DargR.M145","argR_2018"
"SCO5896",-1.814,0,56,"DargR.M145","argR_2018"
"SCO5896",-0.762,0,66,"DargR.M145","argR_2018"
"SCO5896",0.968941,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5896",0.832185,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5896",4e-06,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5896",0.004162,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5896",0.247056,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5897",0.174,0,32,"DargR.M145","argR_2018"
"SCO5897",0.049,0,42,"DargR.M145","argR_2018"
"SCO5897",-3.218,0,49,"DargR.M145","argR_2018"
"SCO5897",-1.954,0,56,"DargR.M145","argR_2018"
"SCO5897",-0.873,0,66,"DargR.M145","argR_2018"
"SCO5897",0.990441,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5897",0.94977,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5897",2e-06,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5897",0.00136,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5897",0.144916,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5898",0.268,0,32,"DargR.M145","argR_2018"
"SCO5898",0.798,0,42,"DargR.M145","argR_2018"
"SCO5898",-3.387,0,49,"DargR.M145","argR_2018"
"SCO5898",-2.295,0,56,"DargR.M145","argR_2018"
"SCO5898",-0.965,0,66,"DargR.M145","argR_2018"
"SCO5898",0.934714,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5898",0.147642,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5898",1e-06,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5898",0.000183,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5898",0.09017,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5899",0.363,0,32,"DargR.M145","argR_2018"
"SCO5899",0.617,0,42,"DargR.M145","argR_2018"
"SCO5899",-2.725,0,49,"DargR.M145","argR_2018"
"SCO5899",-1.713,0,56,"DargR.M145","argR_2018"
"SCO5899",-0.855,0,66,"DargR.M145","argR_2018"
"SCO5899",0.746403,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5899",0.18252,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5899",1e-06,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5899",0.000658,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5899",0.069575,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5906",-0.275,0,32,"DargR.M145","argR_2018"
"SCO5906",-0.977,0,42,"DargR.M145","argR_2018"
"SCO5906",-0.471,0,49,"DargR.M145","argR_2018"
"SCO5906",-0.195,0,56,"DargR.M145","argR_2018"
"SCO5906",0.086,0,66,"DargR.M145","argR_2018"
"SCO5906",0.690909,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5906",0.001814,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5906",0.116515,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5906",0.721164,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5906",0.909521,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5926",-0.095,0,32,"DargR.M145","argR_2018"
"SCO5926",-0.413,0,42,"DargR.M145","argR_2018"
"SCO5926",-1.166,0,49,"DargR.M145","argR_2018"
"SCO5926",0.016,0,56,"DargR.M145","argR_2018"
"SCO5926",-0.247,0,66,"DargR.M145","argR_2018"
"SCO5926",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5926",0.25099,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5926",0.001366,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5926",0.986157,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5926",0.644849,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5929",-0.268,0,32,"DargR.M145","argR_2018"
"SCO5929",-0.484,0,42,"DargR.M145","argR_2018"
"SCO5929",-0.159,0,49,"DargR.M145","argR_2018"
"SCO5929",-0.306,0,56,"DargR.M145","argR_2018"
"SCO5929",-0.416,0,66,"DargR.M145","argR_2018"
"SCO5929",0.32276,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5929",0.00947,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5929",0.406853,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5929",0.210225,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5929",0.031248,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5940",-0.566,0,32,"DargR.M145","argR_2018"
"SCO5940",-1.1,0,42,"DargR.M145","argR_2018"
"SCO5940",-0.73,0,49,"DargR.M145","argR_2018"
"SCO5940",-0.355,0,56,"DargR.M145","argR_2018"
"SCO5940",-0.466,0,66,"DargR.M145","argR_2018"
"SCO5940",0.022106,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5940",1e-05,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5940",0.001749,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5940",0.21682,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5940",0.041159,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5953",-0.423,0,32,"DargR.M145","argR_2018"
"SCO5953",-0.589,0,42,"DargR.M145","argR_2018"
"SCO5953",-0.455,0,49,"DargR.M145","argR_2018"
"SCO5953",-0.345,0,56,"DargR.M145","argR_2018"
"SCO5953",-0.295,0,66,"DargR.M145","argR_2018"
"SCO5953",0.077767,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5953",0.003727,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5953",0.02176,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5953",0.17759,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5953",0.193093,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5954",0.026,0,32,"DargR.M145","argR_2018"
"SCO5954",-0.465,0,42,"DargR.M145","argR_2018"
"SCO5954",-0.204,0,49,"DargR.M145","argR_2018"
"SCO5954",-0.096,0,56,"DargR.M145","argR_2018"
"SCO5954",-0.171,0,66,"DargR.M145","argR_2018"
"SCO5954",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5954",0.002323,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5954",0.167606,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5954",0.717366,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5954",0.366178,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5965",0.549,0,32,"DargR.M145","argR_2018"
"SCO5965",2.301,0,42,"DargR.M145","argR_2018"
"SCO5965",1.668,0,49,"DargR.M145","argR_2018"
"SCO5965",-0.099,0,56,"DargR.M145","argR_2018"
"SCO5965",0.055,0,66,"DargR.M145","argR_2018"
"SCO5965",0.395356,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5965",3e-06,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5965",0.000294,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5965",0.921298,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5965",0.959142,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5966",0.05,0,32,"DargR.M145","argR_2018"
"SCO5966",0.465,0,42,"DargR.M145","argR_2018"
"SCO5966",0.707,0,49,"DargR.M145","argR_2018"
"SCO5966",0.664,0,56,"DargR.M145","argR_2018"
"SCO5966",0.434,0,66,"DargR.M145","argR_2018"
"SCO5966",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5966",0.022291,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5966",0.001223,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5966",0.003583,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5966",0.040477,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5976",3.249,0,32,"DargR.M145","argR_2018"
"SCO5976",3.961,0,42,"DargR.M145","argR_2018"
"SCO5976",3.692,0,49,"DargR.M145","argR_2018"
"SCO5976",3.733,0,56,"DargR.M145","argR_2018"
"SCO5976",3.744,0,66,"DargR.M145","argR_2018"
"SCO5976",0,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5976",0,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5976",0,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5976",0,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5976",0,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5977",2.116,0,32,"DargR.M145","argR_2018"
"SCO5977",1.996,0,42,"DargR.M145","argR_2018"
"SCO5977",2.251,0,49,"DargR.M145","argR_2018"
"SCO5977",2.781,0,56,"DargR.M145","argR_2018"
"SCO5977",2.048,0,66,"DargR.M145","argR_2018"
"SCO5977",0,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5977",0,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5977",0,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5977",0,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5977",0,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5978",0.134,0,32,"DargR.M145","argR_2018"
"SCO5978",0.466,0,42,"DargR.M145","argR_2018"
"SCO5978",0.1,0,49,"DargR.M145","argR_2018"
"SCO5978",0.318,0,56,"DargR.M145","argR_2018"
"SCO5978",-0.665,0,66,"DargR.M145","argR_2018"
"SCO5978",0.91202,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5978",0.056958,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5978",0.70969,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5978",0.358643,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5978",0.008061,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5982",-0.868,0,32,"DargR.M145","argR_2018"
"SCO5982",-1.377,0,42,"DargR.M145","argR_2018"
"SCO5982",-0.573,0,49,"DargR.M145","argR_2018"
"SCO5982",-0.675,0,56,"DargR.M145","argR_2018"
"SCO5982",-0.021,0,66,"DargR.M145","argR_2018"
"SCO5982",0.031137,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5982",0.000215,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5982",0.095361,0,49,"p.BH.DargR.M145","argR_2018"
"SCO5982",0.114765,0,56,"p.BH.DargR.M145","argR_2018"
"SCO5982",0.983135,0,66,"p.BH.DargR.M145","argR_2018"
"SCO5990",2.066,0,32,"DargR.M145","argR_2018"
"SCO5990",0.892,0,42,"DargR.M145","argR_2018"
"SCO5990",-0.175,0,49,"DargR.M145","argR_2018"
"SCO5990",0.11,0,56,"DargR.M145","argR_2018"
"SCO5990",-0.125,0,66,"DargR.M145","argR_2018"
"SCO5990",1.1e-05,0,32,"p.BH.DargR.M145","argR_2018"
"SCO5990",0.019923,0,42,"p.BH.DargR.M145","argR_2018"
"SCO5990",0.674828,0,49,"p.BH.DargR.M145","argR_2018"
